"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","Watershed","Commodity","Data Item","Domain","Domain Category","Value"
"CENSUS","2007","YEAR","","STATE","NEW MEXICO","35","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","53,851"
"CENSUS","2007","YEAR","","STATE","NEW YORK","36","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","551,629"
"CENSUS","2007","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","965,426"
"CENSUS","2007","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,348,171"
"CENSUS","2007","YEAR","","STATE","OHIO","39","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,606,246"
"CENSUS","2007","YEAR","","STATE","OKLAHOMA","40","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","270,838"
"CENSUS","2007","YEAR","","STATE","OREGON","41","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","35,271"
"CENSUS","2007","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","980,753"
"CENSUS","2007","YEAR","","STATE","RHODE ISLAND","44","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","41"
"CENSUS","2007","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","372,558"
"CENSUS","2007","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,455,368"
"CENSUS","2007","YEAR","","STATE","TENNESSEE","47","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","780,608"
"CENSUS","2007","YEAR","","STATE","TEXAS","48","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,963,640"
"CENSUS","2007","YEAR","","STATE","UTAH","49","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","21,367"
"CENSUS","2007","YEAR","","STATE","VERMONT","50","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,368"
"CENSUS","2007","YEAR","","STATE","VIRGINIA","51","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","401,070"
"CENSUS","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","118,665"
"CENSUS","2007","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","26,618"
"CENSUS","2007","YEAR","","STATE","WISCONSIN","55","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,250,847"
"CENSUS","2007","YEAR","","STATE","WYOMING","56","","","","","","","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","54,567"
